,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,GBP,HKD,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,SEK,SGD,THB,TRY,USD,ZAR
2025-07-01,1.7935,1.9558,6.4115,1.6076,0.9324,8.4584,24.68,7.4607,0.8588,9.2709,399.18,19136.0,3.9813,101.05,142.2,168.7,1598.18,22.064,4.9572,11.8445,1.9324,66.525,4.2443,5.0738,11.159,1.5009,38.241,47.068,1.181,20.767
2025-07-02,1.7934,1.9558,6.4355,1.6041,0.933,8.4275,24.663,7.4611,0.8605,9.2274,399.0,19089.0,3.9667,100.7,143.0,169.45,1598.57,22.036,4.9712,11.878,1.9402,66.262,4.2493,5.0641,11.2005,1.4982,38.133,46.746,1.1755,20.757
2025-07-03,1.7928,1.9558,6.3992,1.601,0.9351,8.4377,24.646,7.4615,0.8629,9.2488,399.58,19111.0,3.9562,100.59,142.4,169.58,1604.8,22.14,4.9755,11.875,1.942,66.374,4.2485,5.0604,11.2515,1.5003,38.162,46.961,1.1782,20.65
2025-07-04,1.7948,1.9558,6.3733,1.5995,0.9346,8.4285,24.655,7.4617,0.8625,9.2367,398.48,19056.0,3.9425,100.5,142.4,169.92,1604.3,21.934,4.9669,11.847,1.9413,66.542,4.2458,5.0579,11.2505,1.4992,38.054,46.894,1.1767,20.736
2025-07-07,1.8043,1.9558,6.3827,1.6016,0.9354,8.4128,24.625,7.4604,0.8611,9.2062,399.7,19060.0,3.912,100.78,142.4,170.71,1603.56,21.971,4.9668,11.8755,1.9552,66.449,4.2493,5.0655,11.1645,1.4998,38.216,46.912,1.1728,20.819
2025-07-08,1.7925,1.9558,6.4029,1.6006,0.9351,8.4066,24.648,7.4609,0.8632,9.1986,399.45,19068.0,3.931,100.39,142.6,171.7,1605.91,21.855,4.9696,11.8295,1.9499,66.197,4.2438,5.0688,11.1695,1.4991,38.125,46.899,1.1718,20.84
2025-07-09,1.7938,1.9558,6.3894,1.603,0.9325,8.3993,24.629,7.4612,0.8613,9.1829,400.15,19023.0,3.8953,100.27,143.6,171.63,1610.58,21.754,4.9722,11.83,1.9544,66.177,4.2395,5.0772,11.1645,1.4989,38.282,46.849,1.1698,20.869
2025-07-10,1.7873,1.9558,6.569,1.6028,0.932,8.401,24.639,7.4611,0.8627,9.1915,398.93,19012.0,3.8715,100.42,143.0,171.33,1607.94,21.842,4.9734,11.803,1.9476,66.196,4.2475,5.0775,11.152,1.4989,38.189,46.857,1.1709,20.81
2025-07-11,1.7777,1.9558,6.5021,1.6007,0.931,8.3741,24.667,7.4615,0.8657,9.1711,400.03,18946.0,3.8958,100.27,142.6,171.81,1606.41,21.89,4.9682,11.8305,1.9447,65.993,4.2575,5.0786,11.148,1.4961,37.923,46.936,1.1683,20.984
2025-07-14,1.7806,1.9558,6.5013,1.5984,0.9307,8.3785,24.648,7.4629,0.8667,9.1766,400.1,19025.0,3.9301,100.54,142.4,172.27,1613.98,21.84,4.9712,11.803,1.9517,66.25,4.2585,5.0793,11.205,1.4973,37.905,47.02,1.169,20.889
2025-07-15,1.7785,1.9558,6.5327,1.5973,0.9299,8.3673,24.67,7.4636,0.8679,9.157,400.48,18971.0,3.9036,100.16,142.4,172.58,1611.01,21.819,4.9483,11.8715,1.9474,66.135,4.255,5.0789,11.27,1.4955,37.882,46.911,1.1665,20.778
2025-07-16,1.7794,1.9558,6.4549,1.5924,0.9326,8.3309,24.647,7.4633,0.8659,9.1075,399.9,18907.0,3.8961,99.77,142.2,172.56,1614.05,21.825,4.925,11.946,1.9527,66.243,4.2593,5.073,11.3195,1.491,37.753,46.707,1.1602,20.782
2025-07-17,1.7923,1.9558,6.4624,1.5937,0.9323,8.3157,24.639,7.4628,0.8644,9.0883,399.15,18931.0,3.8901,99.67,141.8,172.28,1614.66,21.778,4.917,11.9675,1.9587,66.312,4.2544,5.0734,11.311,1.4904,37.678,46.645,1.1579,20.725
2025-07-18,1.7852,1.9558,6.4699,1.5984,0.9324,8.3623,24.623,7.4636,0.8656,9.1439,399.06,18996.0,3.9119,100.35,142.0,172.94,1619.52,21.809,4.9425,11.8335,1.9493,66.431,4.2493,5.0728,11.2505,1.4943,37.688,46.987,1.165,20.635
2025-07-21,1.7883,1.9558,6.5189,1.599,0.9325,8.3726,24.618,7.4647,0.8656,9.1582,398.95,19034.0,3.9136,100.67,142.4,172.02,1614.64,21.778,4.9416,11.866,1.9536,66.68,4.2425,5.0697,11.212,1.4945,37.702,47.086,1.1667,20.667
2025-07-22,1.7944,1.9558,6.5193,1.5993,0.9326,8.394,24.619,7.465,0.8675,9.1837,399.2,19088.0,3.92,101.11,142.4,172.17,1621.6,21.826,4.9504,11.8845,1.9629,66.638,4.2565,5.0699,11.211,1.4991,37.712,47.294,1.1699,20.564
2025-07-23,1.7776,1.9558,6.5298,1.5928,0.9306,8.3961,24.616,7.4643,0.8665,9.2049,399.13,19108.0,3.9094,101.34,142.2,171.53,1612.26,21.879,4.9572,11.8415,1.9409,66.598,4.2545,5.069,11.164,1.4977,37.705,47.437,1.1726,20.592
2025-07-24,1.7771,1.9558,6.4923,1.6009,0.9341,8.4142,24.553,7.4643,0.8675,9.2283,397.95,19155.0,3.9256,101.56,142.0,172.22,1610.08,21.821,4.9557,11.8765,1.9427,66.61,4.2553,5.071,11.185,1.5011,37.937,47.585,1.1756,20.687
2025-07-25,1.7852,1.9558,6.4757,1.6035,0.9343,8.4046,24.539,7.4644,0.8715,9.2027,396.9,19154.0,3.9346,101.42,142.2,173.11,1619.4,21.765,4.9493,11.8995,1.9496,66.972,4.2543,5.0707,11.1665,1.502,37.951,47.545,1.1724,20.791
